Unnamed: 0,Artist,Title,Album,Year_x,Date,Lyric,Number,Top Genre,Year_y,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Index
12.0,Eminem,Without Me,The Eminem Show,2002.0,2002-05-21,obie trice obie trice real name no gimmicks record scratch  refrain  eminem two trailer park girls go 'round the outside 'round the outside 'round the outside two trailer park girls go 'round the outside 'round the outside 'round the outside  refrain  eminem guess who's back back again shady's back tell a friend guess who's back guess who's back guess who's back guess who's back guess who's back guess who's back guess who's back   eminem i've created a monster 'cause nobody wants to see marshall no more they want shady i'm chopped liver well if you want shady this is what i'll give ya a little bit of weed mixed with some hard liquor some vodka that'll jump start my heart quicker than a shock when i get shocked at the hospital by the doctor when i'm not cooperating when i'm rocking the table while he's operating hey you waited this long now stop debating cause i'm back i'm on the rag and ovulating i know that you got a job ms cheney but your husband's heart problem's complicating so the fcc won't let me be or let me be me so let me see they try to shut me down on mtv but it feels so empty without me so come on and dip bum on your lips fuck that cum on your lips and some on your tits and get ready cause this shit's about to get heavy i just settled all my lawsuitsfuck you debbie   eminem now this looks like a job for me so everybody just follow me cause we need a little controversy cause it feels so empty without me i said this looks like a job for me so everybody just follow me cause we need a little controversy cause it feels so empty without me   eminem little hellions kids feeling rebellious embarrassed their parents still listen to elvis they start feeling like prisoners helpless 'til someone comes along on a mission and yells bitch a visionary vision is scary could start a revolution polluting the airwaves a rebel so just let me revel and bask in the fact that i got everyone kissing my ass smack and it's a disaster such a catastrophe for you to see so damn much of my assyou asked for me well i'm back nananananananananana fix your bent antenna tune it in and then i'm gonna enter in and up under your skin like a splinter the center of attention back for the winter i'm interesting the best thing since wrestling infesting in your kid's ears and nesting testing attention please feel the tension soon as someone mentions me here's my ten cents my two cents is free a nuisance who sent you sent for me   eminem now this looks like a job for me so everybody just follow me cause we need a little controversy cause it feels so empty without me i said this looks like a job for me so everybody just follow me cause we need a little controversy cause it feels so empty without me   eminem a tiskit a taskit i'll go tit for tat with anybody who's talking this shit that shit chris kirkpatrick you can get your ass kicked worse than them little limp bizkit bastards and moby you can get stomped by obie you 6yearold baldheaded fag blow me you don't know me you're too old let go it's over nobody listens to techno now let's go just give me the signal i'll be there with a whole list full of new insults i've been dope suspenseful with a pencil ever since prince turned himself into a symbol but sometimes the shit just seems everybody only wants to discuss me so this must mean i'm disgusting but it's just me i'm just obscene though i'm not the first king of controversy i am the worst thing since elvis presley to do black music so selfishly and use it to get myself wealthy hey there's a concept that works twenty million other white rappers emerge but no matter how many fish in the sea it'd be so empty without me   eminem now this looks like a job for me so everybody just follow me cause we need a little controversy cause it feels so empty without me i said this looks like a job for me so everybody just follow me cause we need a little controversy cause it feels so empty without me   eminem hum dei dei la la la la la la la la la la la la la la la la hum dei dei la la la la la la la la la la la la la la la la kids,,detroit hip hop,2002,112,67,91,-3,24,66,290,0,7,82,10.0
14.0,Eminem,The Real Slim Shady,The Marshall Mathers LP,2000.0,2000-04-23,may i have your attention please may i have your attention please will the real slim shady please stand up i repeat will the real slim shady please stand up we're gonna have a problem here   y'all act like you never seen a white person before jaws all on the floor like pam like tommy just burst in the door and started whoopin' her ass worse than before they first were divorced suin' her over furniture agh it's the return of the oh wait no way you're kidding he didn't just say what i think he did did he and dr dre said nothing you idiots dr dre's dead he's locked in my basement ha ha feminist women love eminem chicka chicka chicka slim shady i'm sick of him look at him walkin' around grabbin' his youknowwhat flippin' the youknowwho yeah but he's so cute though yeah i probably got a couple of screws up in my head loose but no worse than what's goin' on in your parents' bedrooms sometimes i wanna get on tv and just let loose but can't but it's cool for tom green to hump a dead moose my bum is on your lips my bum is on your lips and if i'm lucky you might just give it a little kiss and that's the message that we deliver to little kids and expect them not to know what a woman's clitoris is of course they're gonna know what intercourse is by the time they hit fourth grade they've got the discovery channel don't they we ain't nothin' but mammalswell some of us cannibals who cut other people open like cantaloupes but if we can hump dead animals and antelopes then there's no reason that a man and another man can't elope but if you feel like i feel i got the antidote women wave your pantyhose sing the  and it goes   i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up   will smith don't gotta cuss in his raps to sell records nope well i do so fuck him and fuck you too you think i give a damn about a grammy half of you critics can't even stomach me let alone stand me but slim what if you win wouldn't it be weird why so you guys could just lie to get me here so you can sit me here next to britney spears shit christina aguilera better switch me chairs so i can sit next to carson daly and fred durst and hear 'em argue over who she gave head to first little bitch put me on blast on mtv yeah he's cute but i think he's married to kim heehee i should download her audio on mp and show the whole world how you gave eminem vd agh i'm sick of you little girl and boy groups all you do is annoy me so i have been sent here to destroy you and there's a million of us just like me who cuss like me who just don't give a fuck like me who dress like me walk talk and act like me and just might be the next best thing but not quite me   'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up   i'm like a head trip to listen to cause i'm only givin' you things you joke about with your friends inside your livin' room the only difference is i got the balls to say it in front of y'all and i don't gotta be false or sugarcoat it at all i just get on the mic and spit it and whether you like to admit it i just shit it better than ninety percent of you rappers out can then you wonder how can kids eat up these albums like valiums it's funny cause at the rate i'm going when i'm thirty i'll be the only person in the nursing home flirting pinching nurse's asses when i'm jacking off with jergens and i'm jerking but this whole bag of viagra isn't working and every single person is a slim shady lurking he could be working at burger king spittin' on your onion rings or in the parking lot circling screaming i don't give a fuck with his windows down and his system up so will the real shady please stand up and put one of those fingers on each hand up and be proud to be outta your mind and outta control and one more time loud as you can how does it go   i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up   ha ha i guess theres a slim shady in all of us fuck it lets all stand up  produced by dr dre  melman,7.0,detroit hip hop,2000,105,66,95,-4,5,76,284,3,6,80,
14.0,Eminem,The Real Slim Shady,The Marshall Mathers LP,2000.0,2000-04-23,may i have your attention please may i have your attention please will the real slim shady please stand up i repeat will the real slim shady please stand up we're gonna have a problem here   y'all act like you never seen a white person before jaws all on the floor like pam like tommy just burst in the door and started whoopin' her ass worse than before they first were divorced suin' her over furniture agh it's the return of the oh wait no way you're kidding he didn't just say what i think he did did he and dr dre said nothing you idiots dr dre's dead he's locked in my basement ha ha feminist women love eminem chicka chicka chicka slim shady i'm sick of him look at him walkin' around grabbin' his youknowwhat flippin' the youknowwho yeah but he's so cute though yeah i probably got a couple of screws up in my head loose but no worse than what's goin' on in your parents' bedrooms sometimes i wanna get on tv and just let loose but can't but it's cool for tom green to hump a dead moose my bum is on your lips my bum is on your lips and if i'm lucky you might just give it a little kiss and that's the message that we deliver to little kids and expect them not to know what a woman's clitoris is of course they're gonna know what intercourse is by the time they hit fourth grade they've got the discovery channel don't they we ain't nothin' but mammalswell some of us cannibals who cut other people open like cantaloupes but if we can hump dead animals and antelopes then there's no reason that a man and another man can't elope but if you feel like i feel i got the antidote women wave your pantyhose sing the  and it goes   i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up   will smith don't gotta cuss in his raps to sell records nope well i do so fuck him and fuck you too you think i give a damn about a grammy half of you critics can't even stomach me let alone stand me but slim what if you win wouldn't it be weird why so you guys could just lie to get me here so you can sit me here next to britney spears shit christina aguilera better switch me chairs so i can sit next to carson daly and fred durst and hear 'em argue over who she gave head to first little bitch put me on blast on mtv yeah he's cute but i think he's married to kim heehee i should download her audio on mp and show the whole world how you gave eminem vd agh i'm sick of you little girl and boy groups all you do is annoy me so i have been sent here to destroy you and there's a million of us just like me who cuss like me who just don't give a fuck like me who dress like me walk talk and act like me and just might be the next best thing but not quite me   'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up   i'm like a head trip to listen to cause i'm only givin' you things you joke about with your friends inside your livin' room the only difference is i got the balls to say it in front of y'all and i don't gotta be false or sugarcoat it at all i just get on the mic and spit it and whether you like to admit it i just shit it better than ninety percent of you rappers out can then you wonder how can kids eat up these albums like valiums it's funny cause at the rate i'm going when i'm thirty i'll be the only person in the nursing home flirting pinching nurse's asses when i'm jacking off with jergens and i'm jerking but this whole bag of viagra isn't working and every single person is a slim shady lurking he could be working at burger king spittin' on your onion rings or in the parking lot circling screaming i don't give a fuck with his windows down and his system up so will the real shady please stand up and put one of those fingers on each hand up and be proud to be outta your mind and outta control and one more time loud as you can how does it go   i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up 'cause i'm slim shady yes i'm the real shady all you other slim shadys are just imitating so won't the real slim shady please stand up please stand up please stand up   ha ha i guess theres a slim shady in all of us fuck it lets all stand up  produced by dr dre  melman,,detroit hip hop,2000,105,66,95,-4,5,76,284,3,6,80,193.0
30.0,Eminem,My Name Is,The Slim Shady LP,1999.0,1999-01-25,produced by dr dre   eminem hi my name is what my name is who my name is chkachka slim shady hi my name is huh my name is what my name is chkachka slim shady hi my name is what excuse me my name is who my name is chkachka slim shady can i have the attention of the class for one second hi my name is huh my name is what my name is chkachka slim shady   eminem  dr dre hi kids do you like violence yeah yeah yeah wanna see me stick nineinch nails through each one of my eyelids uhhuh wanna copy me and do exactly like i did yeah yeah try 'cid and get fucked up worse than my life is huh my brain's dead weight i'm tryna get my head straight but i can't figure out which spice girl i want to impregnate oh and dr dre said slim shady you a basehead uhuh then why's your face red man you wasted well since age  i felt like i'm someone else 'cause i hung my original self from the top bunk with a belt got pissed off and ripped pamela lee's tits off and smacked her so hard i knocked her clothes backwards like kris kross i smoke a fat pound of grass and fall on my ass faster than a fat bitch who sat down too fast come here slut shady wait a minute that's my girl dawg i don't give a fuck god sent me to piss the world off   eminem hi my name is what my name is who my name is chkachka slim shady hi my name is huh my name is what my name is chkachka slim shady hi my name is what my name is who my name is chkachka slim shady hi my name is huh my name is what my name is chkachka slim shady   eminem my english teacher wanted to flunk me in junior high shh thanks a lot next semester i'll be 5 i smacked him in his face with an eraser chased him with a stapler and stapled his nuts to a stack of paper ow walked in the strip club had my jacket zipped up flashed the bartender then stuck my dick in the tip cup extraterrestrial running over pedestrians in a spaceship while they're screaming at me let's just be friends 99 percent of my life i was lied to i just found out my mom does more dope than i do damn i told her i'd grow up to be a famous rapper make a record about doin' drugs and name it after her oh thank you you know you blew up when the women rush your stands and try to touch your hands like some screamin' usher fans ahh ahh ahh this guy at white castle asked for my autograph dude can i get your autograph so i signed it dear dave thanks for the support asshole   eminem hi my name is huh my name is who my name is chkachka slim shady hi my name is what my name is who my name is chkachka slim shady hi my name is huh my name is who my name is chkachka slim shady hi my name is what my name is who my name is chkachka slim shady   eminem stop the tape this kid needs to be locked away get him dr dre don't just stand there operate i'm not ready to leave it's too scary to die fuck that i'll have to be carried inside the cemetery and buried alive huh yup am i comin' or goin' i can barely decide i just drank a fifth of vodka dare me to drive go ahead all my life i was very deprived i ain't had a woman in years and my palms are too hairy to hide whoops clothes ripped like the incredible hulk i spit when i talk i'll fuck anything that walks come here when i was little i used to get so hungry i would throw fits how you gonna breastfeed me mom you ain't got no tits i lay awake and strap myself in the bed with a bulletproof vest on and shoot myself in the head bang 'cause i'm steamin' mad grr and by the way when you see my dad yeah tell him that i slit his throat in this dream i had   eminem hi my name is what my name is who my name is chkachka slim shady hi my name is huh my name is what my name is chkachka slim shady hi my name is who my name is huh my name is chkachka slim shady hi my name is huh my name is who my name is chkachka slim shady,,detroit hip hop,1999,86,68,87,-6,9,82,268,4,32,72,1825.0
1.0,Lady Gaga,Always Remember Us This Way,A Star is Born (Original Motion Picture Soundtrack),2018.0,2018-10-05,that arizona sky burnin' in your eyes you look at me and babe i wanna catch on fire its buried in my soul like california gold you found the light in me that i couldnt find   so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts when the sun goes down and the band won't play i'll always remember us this way   lovers in the night poets tryna write we don't know how to rhyme but damn we try but all i really know you're where i wanna go the part of me that's you will never die   so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts when the sun goes down and the band won't play i'll always remember us this way   oh yeah i don't wanna be just a memory baby yeah hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo hooooooooo   so when i'm all choked up and i can't find the words every time we say goodbye baby it hurts when the sun goes down and the band won't play i'll always remember us this way way yeah   when you look at me and the whole world fades i'll always remember us this way   oooh oooh hmmmm oooh oooh hmmmm,,dance pop,2018,130,50,55,-6,76,30,210,30,4,81,760.0
2.0,Lady Gaga,Bad Romance,The Fame Monster,2009.0,2009-10-23,ohohohohoh ohohohoh ohohoh caught in a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance raraahahah roma romama gaga ooh lala want your bad romance raraahahah roma romama gaga ooh lala want your bad romance   i want your ugly i want your disease i want your everything as long as its free i want your love love love love i want your love oh ey i want your drama the touch of your hand hey i want your leatherstudded kiss in the sand i want your love love love love i want your love love love love i want your love  pre you know that i want you and you know that i need you i want it bad your bad romance   i want your love and i want your revenge you and me could write a bad romance ohohohohoh i want your love and all your lover's revenge you and me could write a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance  post raraahahah romaromama gaga ooh lala want your bad romance   i want your horror i want your design cause youre a criminal as long as youre mine i want your love love love love i want your love uh i want your psycho your vertigo shtick shtick hey want you in my rear window baby you're sick i want your love love love love i want your love love love love i want your love  pre you know that i want you and you know that i need you 'cause i'm a free bitch baby i want it bad your bad romance   i want your love and i want your revenge you and me could write a bad romance ohohohohoh i want your love and all your lover's revenge you and me could write a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance ohohohohoh ohohohoh ohohoh caught in a bad romance  post raraahahah romaromama gaga ooh lala want your bad romance raraahahah romaromama gaga ooh lala want your bad romance    walk walk fashion baby work it move that bitch crazy walk walk fashion baby work it move that bitch crazy walk walk fashion baby work it move that bitch crazy walk walk passion baby work it i'm a free bitch baby    i want your love and i want your revenge i want your love i don't wanna be friends je veux ton amour et je veux ta revanche je veux ton amour i don't wanna be friends ohohohohoh ohohohoh ohohoh i want you back no i don't wanna be friends caught in a bad romance i don't wanna be friends want your bad romance caught in a bad romance want your bad romance   i want your love and i want your revenge you and me could write a bad romance ohohohohoh i want your love and all your lover's revenge you and me could write a bad romance ohohohohoh ohohohoh ohohoh want your bad romance caught in a bad romance want your bad romance ohohohohoh ohohohoh ohohoh want your bad romance caught in a bad romance  post raraahahah roma romama gaga ooh lala want your bad romance,,dance pop,2009,119,92,70,-4,8,71,295,0,4,79,375.0
5.0,Lady Gaga,Poker Face,The Fame,2008.0,2008-09-26,mum mum mum mah mum mum mum mah mum mum mum mah mum mum mum mah mum mum mum mah   i wanna hold 'em like they do in texas please fold 'em let 'em hit me raise it baby stay with me i love it love game intuition play the cards with spades to start and after he's been hooked i'll play the one that's on his heart  pre oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got   can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody  post popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah   i wanna roll with him a hard pair we will be a little gambling is fun when you're with me i love it russian roulette is not the same without a gun and baby when it's love if it's not rough it isn't fun fun  pre oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got oh ohoh oh oh oh oh oh oh oh oh i'll get him hot show him what i've got   can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody  post popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah mum mum mum mah mum mum mum mah   i won't tell you that i love you kiss or hug you 'cause i'm bluffin' with my muffin i'm not lying i'm just stunnin' with my lovegluegunnin' just like a chick in the casino take your bank before i pay you out i promise this promise this check this hand 'cause i'm marvelous   can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody can't read my can't read my no he can't read my poker face she's got me like nobody  post popopopoker face fufufuck her face popopopoker face fufufuck her face she's got me like nobody popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah popopopoker face fufufuck her face mum mum mum mah,,dance pop,2008,119,81,85,-5,12,78,237,12,8,69,370.0
7.0,Beyoncé,If I Were a Boy,I Am... Sasha Fierce,2008.0,2008-10-12,if i were a boy even just for a day i'd roll out of bed in the morning and throw on what i wanted then go drink beer with the guys and chase after girls i'd kick it with who i wanted and i'd never get confronted for it 'cause they'd stick up for me   if i were a boy i think i could understand how it feels to love a girl i swear i'd be a better man i'd listen to her 'cause i know how it hurts when you lose the one you wanted 'cause he's taken you for granted and everything you had got destroyed   if i were a boy i would turn off my phone tell everyone it's broken so they'd think that i was sleepin' alone i'd put myself first and make the rules as i go 'cause i'd know that she'd be faithful waitin' for me to come home to come home   if i were a boy i think i could understand how it feels to love a girl i swear i'd be a better man i'd listen to her 'cause i know how it hurts when you lose the one you wanted wanted 'cause he's taken you for granted granted and everything you had got destroyed   it's a little too late for you to come back say it's just a mistake think i'd forgive you like that if you thought i would wait for you you thought wrong   but you're just a boy you don't understand yeah you don't understand oh how it feels to love a girl someday you'll wish you were a better man you don't listen to her you don't care how it hurts until you lose the one you wanted 'cause you've taken her for granted and everything you have got destroyed but you're just a boy,,dance pop,2008,90,52,63,-6,35,43,249,11,3,68,296.0
10.0,Beyoncé,Halo,I Am... Sasha Fierce,2009.0,2009-02-20,remember those walls i built well baby they're tumblin' down and they didn't even put up a fight they didn't even make a sound i found a way to let you in but i never really had a doubt standin' in the light of your halo i got my angel now  pre it's like i've been awakened every rule i had you breakin' it's the risk that i'm takin' i ain't never gonna shut you out   everywhere i'm lookin' now i'm surrounded by your embrace baby i can see your halo you know you're my savin' grace you're everything i need and more it's written all over your face baby i can feel your halo pray it won't fade away  post i can feel your halo halo halo i can see your halo halo halo i can feel your halo halo halo i can see your halo halo halo   hit me like a ray of sun burnin' through my darkest night you're the only one that i want think i'm addicted to your light i swore i'd never fall again but this don't even feel like fallin' gravity can't begin to pull me back to the ground again  pre it's like i've been awakened every rule i had you breakin' the risk that i'm takin' i'm never gonna shut you out   everywhere i'm lookin' now i'm surrounded by your embrace baby i can see your halo you know you're my savin' grace you're everything i need and more it's written all over your face baby i can feel your halo pray it won't fade away  post i can feel your halo halo halo i can see your halo halo halo i can feel your halo halo halo i can see your halo halo i can feel your halo halo halo i can see your halo halo halo i can feel your halo halo halo i can see your halo halo halo halo ooh   everywhere i'm lookin' now i'm surrounded by your embrace baby i can see your halo you know you're my savin' grace you're everything i need and more it's written all over your face baby i can feel your halo pray it won't fade away  post i can feel your halo halo halo i can see your halo halo halo i can feel your halo halo halo i can see your halo halo halo oh oh i can feel your halo halo halo i can see your halo halo halo i can feel your halo halo halo i can see your halo halo halo,,dance pop,2008,80,72,51,-6,6,47,262,27,6,78,175.0
43.0,Beyoncé,Single Ladies (Put a Ring on It),I Am... Sasha Fierce,2008.0,2008-09-13,produced by beyoncé thedream  tricky stewart   all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies now put your hands up   up in the club club just broke up up im doing my own little thing decided to dip dip but now you wanna trip trip 'cause another brother noticed me im up on him him he up on me me dont pay him any attention cried my tears tears for three good years years you cant be mad at me   'cause if you like it then you shoulda put a ring on it if you like it then you shoulda put a ring on it dont be mad once you see that he want it if you like it then you shoulda put a ring on it whoa oh oh oh ohoh oh oh oh oh oh oh whoa oh oh oh ohoh oh oh oh oh oh oh 'cause if you like it then you shoulda put a ring on it if you like it then you shoulda put a ring on it dont be mad once you see that he want it if you like it then you shoulda put a ring on it   i got gloss on my lips lips a man on my hips hips hold me tighter than my deréon jeans acting up up drink in my cup cup i can't care less what you think i need no permission did i mention dont pay him any attention 'cause you had your turn turn but now you gon' learn what it really feels like to miss me   'cause if you like it then you shoulda put a ring on it if you like it then you shoulda put a ring on it dont be mad once you see that he want it if you like it then you shoulda put a ring on it whoa oh oh oh ohoh oh oh oh oh oh oh whoa oh oh oh ohoh oh oh oh oh oh oh 'cause if you like it then you shoulda put a ring on it if you like it then you shoulda put a ring on it dont be mad once you see that he want it if you like it then you shoulda put a ring on it whoa oh oh oh ohoh oh oh oh oh oh oh whoa oh oh oh ohoh oh oh oh oh oh oh   don't treat me to the things of the world im not that kind of girl your love is what i prefer what i deserve heres a man that makes me then takes me and delivers me to a destiny to infinity and beyond pull me into your arms say im the one you want if you dont youll be alone and like a ghost ill be gone   all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies now put your hands up whoa oh oh oh ohoh oh oh oh oh oh oh whoa oh oh oh ohoh oh oh oh oh oh oh whoa oh oh oh   'cause if you like it then you shoulda put a ring on it if you like it then you shoulda put a ring on it dont be mad once you see that he want it if you like it then you shoulda put a ring on it whoa oh oh oh 'cause if you like it then you shoulda put a ring on it if you like it then you shoulda put a ring on it dont be mad once you see that he want it if you like it then you shoulda put a ring on it whoa oh oh,,dance pop,2008,193,58,43,-5,19,27,193,4,30,70,121.0
47.0,Beyoncé,Run the World (Girls),4,2011.0,2011-04-21,girls we run this mutha yeah girls we run this mutha yeah girls we run this mutha yeah girls we run this mutha girls   who run the world girls who run the world girls who run the world girls who run the world girls who run this mutha girls who run this mutha girls who run this mutha girls who run this mutha girls who run the world girls who run the world girls who run the world girls who run the world girls   some of them men think they freak this like we do but no they don't make your check come at they neck disrespect us no they won't boy don't even try to touch this touch this boy this beat is crazy crazy this is how they made me made me houston texas baby this goes out to all my girls that's in the club rocking the latest who will buy it for themselves and get more money later i think i need a barber none of these niggas can fade me i'm so good with this i remind you i'm so hood with this boy i'm just playing come here baby hope you still like me fu pay me  pre my persuasion can build a nation endless power with our love we can devour you'll do anything for me   who run the world girls girls who run the world girls who run the world girls who run the world girls who run the world girls who run this mutha girls who run this mutha girls who run this mutha girls who run the world girls who run the world girls who run the world girls who run the world girls girls   it's hot up in here dj don't be scared to run this run this back i'm repping for the girls who taking over the world help me raise a glass for the college grads 4' rollie to let you know what time it is check you can't hold me you can't hold me i work my nine to five and i cut my check this goes out to all the women getting it in get on your grind to the other men that respect what i do please accept my shine boy you know you love it how we're smart enough to make these millions strong enough to bear the children children then get back to business see you better not play me me oh come here baby hope you still like me fu pay me  pre my persuasion can build a nation endless power with our love we can devour you'll do anything for me   who run the world girls girls who run the world girls who run the world girls who run the world girls who run the world girls who run this mutha girls who run this mutha girls who run this mutha girls who run this mutha girls who run the world girls who run the world girls who run the world girls who run the world girls   who are we what we run the world who run this mutha yeah who are we what we run the world who run this mutha yeah who are we what do we run we run the world who run this mutha yeah who are we what we run we run the world who run the world girls girls,,dance pop,2011,127,90,73,-4,37,76,236,0,14,75,467.0
2.0,Maroon 5,Memories,M57*,2019.0,2019-09-20,here's to the ones that we got cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back memories bring back you   there's a time that i remember when i did not know no pain when i believed in forever and everything would stay the same now my heart feel like december when somebody say your name 'cause i can't reach out to call you but i know i will one day yeah  pre everybody hurts sometimes everybody hurts someday ayyayy but everything gon' be alright go and raise a glass and say ayy   here's to the ones that we got cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back memories bring back you  post doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo memories bring back memories bring back you   there's a time that i remember when i never felt so lost when i felt all of the hatred was too powerful to stop ooh yeah now my heart feel like an ember and it's lighting up the dark i'll carry these torches for ya that you know i'll never drop yeah  pre everybody hurts sometimes everybody hurts someday ayyayy but everything gon' be alright go and raise a glass and say ayy   here's to the ones that we got ohoh cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through no no toast to the ones here today ayy toast to the ones that we lost on the way 'cause the drinks bring back all the memories ayy and the memories bring back memories bring back you  post doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo memories bring back memories bring back you doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo ooh yeah memories bring back memories bring back you   yeah yeah yeah yeah yeah yeah yeah yeah no no memories bring back memories bring back you,,pop,2019,91,32,76,-7,8,57,189,84,5,98,788.0
6.0,Maroon 5,Payphone,Overexposed,2012.0,2012-04-17,adam levine i'm at a payphone trying to call home all of my change i spent on you where have the times gone baby it's all wrong where are the plans we made for two   adam levine yeah i i know it's hard to remember the people we used to be it's even harder to picture that you're not here next to me you say it's too late to make it but is it too late to try and in our time that you wasted all of our s burned down  pre adam levine i've wasted my nights you turned out the lights now i'm paralyzed still stuck in that time when we called it love but even the sun sets in paradise   adam levine i'm at a payphone trying to call home all of my change i spent on you where have the times gone baby it's all wrong where are the plans we made for two  post adam levine if happy ever after did exist i would still be holding you like this all those fairytales are full of shit one more fucking love song i'll be sick oh   adam levine you turned your back on tomorrow 'cause you forgot yesterday i gave you my love to borrow but you just gave it away you can't expect me to be fine i don't expect you to care i know i said it before but all of our s burned down  pre adam levine i've wasted my nights you turned out the lights now i'm paralyzed still stuck in that time when we called it love but even the sun sets in paradise   adam levine i'm at a payphone trying to call home all of my change i spent on you whoa whoaoa where have the times gone baby it's all wrong where are the plans we made for two yeah  post adam levine  wiz khalifa if happy ever after did exist i would still be holding you like this and all those fairytales are full of shit one more fucking love song i'll be sick uh now i'm at a payphone   wiz khalifa man fuck that shit i'll be out spending all this money while you're sitting 'round wondering why it wasn't you who came up from nothing made it from the bottom now when you see me i'm stuntin' and all of my cars start with the push of a button telling me i changed since i blew up or whatever you call it switched the number to my phone so you never could call it don't need my name on my shirt you can tell that i'm ballin' swish what a shame coulda got picked had a really good game but you missed your last shot so you talk about who you see at the top or what you could've saw but sad to say it's over for phantom pulled up valet open doors wished i'd go away got what you was looking for now it's me who they want so you can go take that little piece of shit with you   adam levine i'm at a payphone trying to call home all of my change i spent on you whoo where have the times gone baby it's all wrong where are the plans we made for two for two yeah  post adam levine if happy ever after did exist i would still be holding you like this and all these fairytales are full of shit one more fucking love song i'll be sick now i'm at a payphone,50.0,pop,2012,110,75,74,-5,29,55,231,2,4,78,
